node_1,node_2,topic_name,edge,count
"standard, model-theoretic semantics for description logics",CLASSIC,"Pattern Matching and Discourse Processing in Information Extraction from   Japanese Text,Pattern Matching and Discourse Processing in Information Extraction from   Japanese Text",contextual proximity,2
"standard, model-theoretic semantics for description logics",CLASSIC descriptions,"Pattern Matching and Discourse Processing in Information Extraction from   Japanese Text,Pattern Matching and Discourse Processing in Information Extraction from   Japanese Text",contextual proximity,2
"standard, model-theoretic semantics for description logics",algorithm that is incomplete with respect to,"Pattern Matching and Discourse Processing in Information Extraction from   Japanese Text,Pattern Matching and Discourse Processing in Information Extraction from   Japanese Text,Pattern Matching and Discourse Processing in Information Extraction from   Japanese Text","The developers had to use an algorithm that is incomplete with respect to the standard, model-theoretic semantics for description logics.,contextual proximity",6
"standard, model-theoretic semantics for description logics",description graphs,"Pattern Matching and Discourse Processing in Information Extraction from   Japanese Text,Pattern Matching and Discourse Processing in Information Extraction from   Japanese Text,Pattern Matching and Discourse Processing in Information Extraction from   Japanese Text,Pattern Matching and Discourse Processing in Information Extraction from   Japanese Text",contextual proximity,4
"standard, model-theoretic semantics for description logics",description logics,"Pattern Matching and Discourse Processing in Information Extraction from   Japanese Text,Pattern Matching and Discourse Processing in Information Extraction from   Japanese Text",contextual proximity,2
"standard, model-theoretic semantics for description logics",individuals,"Pattern Matching and Discourse Processing in Information Extraction from   Japanese Text,Pattern Matching and Discourse Processing in Information Extraction from   Japanese Text",contextual proximity,2
"standard, model-theoretic semantics for description logics",subsumption algorithm,"Pattern Matching and Discourse Processing in Information Extraction from   Japanese Text,Pattern Matching and Discourse Processing in Information Extraction from   Japanese Text",contextual proximity,2
state selection strategy of Nature,unknown,Integrative Windowing,"In a model of an agent-environment interaction, the feedback/reward function is initially unknown and the agent does not form a prior probability on Nature's state selection strategy.",4
statistically optimal way to select training data,efficient and accurate,"Reinforcement Learning: A Survey,Reinforcement Learning: A Survey,Reinforcement Learning: A Survey",contextual proximity,3
statistically optimal way to select training data,feedforward neural networks,"Reinforcement Learning: A Survey,Reinforcement Learning: A Survey,Reinforcement Learning: A Survey",contextual proximity,3
statistically optimal way to select training data,good performance,"Reinforcement Learning: A Survey,Reinforcement Learning: A Survey,Reinforcement Learning: A Survey",contextual proximity,3
statistically optimal way to select training data,locally weighted regression,"Reinforcement Learning: A Survey,Reinforcement Learning: A Survey,Reinforcement Learning: A Survey",contextual proximity,3
statistically optimal way to select training data,machine learning algorithms,"Reinforcement Learning: A Survey,Reinforcement Learning: A Survey,Reinforcement Learning: A Survey",contextual proximity,3
statistically optimal way to select training data,mixtures of Gaussians,"Reinforcement Learning: A Survey,Reinforcement Learning: A Survey,Reinforcement Learning: A Survey",contextual proximity,3
statistically optimal way to select training data,mixtures of Gaussians and locally weighted regression,"Reinforcement Learning: A Survey,Reinforcement Learning: A Survey,Reinforcement Learning: A Survey",contextual proximity,3
statistically optimal way to select training data,optimal data selection techniques,"Reinforcement Learning: A Survey,Reinforcement Learning: A Survey,Reinforcement Learning: A Survey",contextual proximity,3
statistically optimal way to select training data,optimal way to select training data,"Reinforcement Learning: A Survey,Reinforcement Learning: A Survey,Reinforcement Learning: A Survey",contextual proximity,3
stochastic nature,adaptive load balancing,"Building and Refining Abstract Planning Cases by Change of   Representation Language,Building and Refining Abstract Planning Cases by Change of   Representation Language",contextual proximity,2
stochastic nature,heterogeneous populations,"Building and Refining Abstract Planning Cases by Change of   Representation Language,Building and Refining Abstract Planning Cases by Change of   Representation Language",contextual proximity,2
stratified knowledge base,knowledge base,"Exploiting Causal Independence in Bayesian Network Inference,Exploiting Causal Independence in Bayesian Network Inference,Exploiting Causal Independence in Bayesian Network Inference,Exploiting Causal Independence in Bayesian Network Inference",contextual proximity,4
stratified knowledge base,stable models,"Exploiting Causal Independence in Bayesian Network Inference,Exploiting Causal Independence in Bayesian Network Inference",contextual proximity,2
structure,SEQUITUR,"Synthesizing Customized Planners from Specifications,Synthesizing Customized Planners from Specifications",contextual proximity,2
structure,algorithm,"Synthesizing Customized Planners from Specifications,Synthesizing Customized Planners from Specifications",contextual proximity,2
structure,constraint,"Synthesizing Customized Planners from Specifications,Synthesizing Customized Planners from Specifications",contextual proximity,2
structure,discrete symbols,"Synthesizing Customized Planners from Specifications,Synthesizing Customized Planners from Specifications",contextual proximity,2
structure,grammatical,"Synthesizing Customized Planners from Specifications,Synthesizing Customized Planners from Specifications",contextual proximity,2
structure,hierarchical,"Synthesizing Customized Planners from Specifications,Synthesizing Customized Planners from Specifications",contextual proximity,2
structure,input,"Synthesizing Customized Planners from Specifications,Synthesizing Customized Planners from Specifications",contextual proximity,2
structure,phrases,"Synthesizing Customized Planners from Specifications,Synthesizing Customized Planners from Specifications",contextual proximity,2
structure,produces,"Synthesizing Customized Planners from Specifications,Synthesizing Customized Planners from Specifications,Synthesizing Customized Planners from Specifications","SEQUITUR produces structure as a by-product.,contextual proximity",6
structure,reduces,"Synthesizing Customized Planners from Specifications,Synthesizing Customized Planners from Specifications",contextual proximity,2
structure,repeated,"Synthesizing Customized Planners from Specifications,Synthesizing Customized Planners from Specifications",contextual proximity,2
